"","X","Animal.ID","Name","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color","Intake.Date","Outcome.Subtype","Sex.upon.Outcome","Age.upon.Outcome","date.y","DOB","outcome","kitten","juvenile","young_adult","adult","old","multicolor","black","blue","brown","gray","orange","seal","silver","white","dom_short","dom_med","dom_long","siam","adopted","AgeDaysInt"
"21327",21327,"A740041","","1515 Wickersham Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Blue Tabby",2016-12-10,"Partner","Intact Male","3 weeks",2016-12-10,2016-11-18,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",22
"21329",21329,"A740053","","1198 Spur St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair Mix","Cream Tabby",2016-12-10,"SCRP","Intact Male","1 year",2016-12-11,2015-12-10,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",366
"21334",21334,"A740108","Marley","Austin (TX)","Owner Surrender","Sick","Cat","Spayed Female","9 years","Domestic Shorthair Mix","Calico",2016-12-11,"Partner","Spayed Female","9 years",2016-12-12,2007-12-11,"Transfer",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",3288
"21335",21335,"A740133","*Zax","6911 Ranch Rd 620 N in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Black/White",2016-12-11,"Partner","Neutered Male","3 years",2017-01-16,2013-12-16,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",1091
"21336",21336,"A740217","Zapp","1511 Faro Drive in Austin (TX)","Stray","Normal","Cat","Neutered Male","4 years","Domestic Shorthair Mix","Cream Tabby",2016-12-12,"","Neutered Male","4 years",2016-12-14,2012-04-10,"Return to Owner",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1707
"21337",21337,"A740218","","8200 Research Boulevard in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Medium Hair Mix","Brown Tabby/White",2016-12-12,"Foster","Spayed Female","3 months",2017-02-20,2016-11-12,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"1",30
"21338",21338,"A740182","*Sandy","1907 Arthur Ln in Austin (TX)","Stray","Normal","Cat","Spayed Female","10 years","Domestic Shorthair Mix","Orange Tabby",2016-12-12,"","Spayed Female","10 years",2017-01-22,2006-12-12,"Adoption",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",3653
"21342",21342,"A740206","Areema","4705 Crest Oak in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Blue Tabby",2016-12-12,"Foster","Spayed Female","2 months",2017-01-13,2016-11-12,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",30
"21344",21344,"A740155","","Blue Bonnet & Blue Crest in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Orange Tabby",2016-12-12,"SCRP","Neutered Male","2 years",2016-12-13,2014-12-12,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",731
"21350",21350,"A740204","Raja","4705 Crest Oak in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Brown Tabby",2016-12-12,"Foster","Neutered Male","2 months",2017-01-13,2016-11-12,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",30
"21351",21351,"A740207","Merlin","4705 Crest Oak in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Cream Tabby",2016-12-12,"Foster","Neutered Male","2 months",2017-01-13,2016-11-12,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",30
"21356",21356,"A740239","*Rucy","4009 Victory Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Domestic Shorthair Mix","Brown Tabby",2016-12-13,"","Spayed Female","4 months",2016-12-24,2016-08-13,"Adoption",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",122
"21359",21359,"A662623","Tommy","Zilker West Park in Austin (TX)","Stray","Normal","Cat","Neutered Male","3 years","Domestic Shorthair Mix","Cream Tabby/White",2016-12-13,"","Neutered Male","3 years",2016-12-13,2013-06-29,"Return to Owner",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",1263
"21360",21360,"A740254","","Wickersham & Cromwell in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby",2016-12-13,"Partner","Intact Male","3 weeks",2016-12-14,2016-11-22,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",21
"21366",21366,"A740304","","22129 Silvia Dr in Travis (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Brown Tabby/White",2016-12-14,"Partner","Intact Male","2 weeks",2016-12-15,2016-11-29,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",15
"21374",21374,"A740305","","22129 Silvia Dr in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White",2016-12-14,"Partner","Intact Female","1 year",2016-12-15,2015-12-14,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",366
"21375",21375,"A740284","*Wella","25212 Lakeview Dr in Travis (TX)","Stray","Normal","Cat","Spayed Female","2 months","Domestic Shorthair Mix","Blue Tabby",2016-12-14,"","Spayed Female","3 months",2016-12-21,2016-09-14,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",91
"21376",21376,"A740310","*Ninja","409 E William Cannon Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Brown Tabby",2016-12-14,"","Neutered Male","3 months",2016-12-24,2016-09-22,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",83
"21387",21387,"A740330","","3200 S 1St Street in Austin (TX)","Stray","Normal","Cat","Intact Male","8 months","Domestic Medium Hair Mix","Orange Tabby/White",2016-12-15,"Partner","Intact Male","8 months",2016-12-19,2016-04-15,"Transfer",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0",244
"21395",21395,"A740383","Gaston","11926 Loomis Dr in Austin (TX)","Stray","Normal","Cat","Neutered Male","1 year","Domestic Shorthair Mix","Blue/White",2016-12-16,"","Neutered Male","1 year",2016-12-20,2015-12-16,"Return to Owner",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",366
"21401",21401,"A740379","*Fish Sticks","15 Sponberg Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair Mix","Black Tabby",2016-12-16,"","Spayed Female","6 months",2016-12-21,2016-06-16,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",183
"21402",21402,"A740432","Sasha","7604 Bell Flower Cove in Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","5 years","Domestic Shorthair Mix","Tortie",2016-12-17,"Partner","Spayed Female","5 years",2017-01-31,2011-12-02,"Transfer",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",1842
"21403",21403,"A740448","George","Austin (TX)","Stray","Normal","Cat","Intact Male","3 years","Domestic Shorthair Mix","Cream Tabby",2016-12-17,"","Neutered Male","3 years",2017-01-27,2013-12-17,"Adoption",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",1096
"21405",21405,"A740444","","11506 Whitewing Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair Mix","Blue Tabby",2016-12-17,"SCRP","Intact Male","1 year",2016-12-18,2015-12-17,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",366
"21407",21407,"A740429","Elvis","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","7 months","Domestic Shorthair Mix","Black/Black",2016-12-17,"","Neutered Male","7 months",2016-12-24,2016-05-17,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",214
"21409",21409,"A740428","Presley","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","7 months","Domestic Shorthair Mix","Black/Black",2016-12-17,"","Neutered Male","7 months",2016-12-24,2016-05-17,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",214
"21415",21415,"A740438","*Isabela","15450  Fm 1325 in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Calico",2016-12-17,"Partner","Spayed Female","1 year",2016-12-23,2015-12-17,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",366
"21421",21421,"A740434","Babyspice","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Medium Hair Mix","Tortie",2016-12-17,"","Spayed Female","2 months",2016-12-19,2016-10-02,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",76
"21425",21425,"A740526","*Bishop","1605 Berene Avenue in Austin (TX)","Stray","Normal","Cat","Neutered Male","4 years","Domestic Shorthair Mix","Brown Tabby",2016-12-18,"Partner","Neutered Male","4 years",2017-01-31,2012-12-19,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",1460
"21429",21429,"A740580","","14407 Varrelman in Austin (TX)","Stray","Normal","Cat","Intact Male","4 months","Domestic Shorthair Mix","Black/White",2016-12-19,"SCRP","Intact Male","4 months",2016-12-20,2016-08-04,"Transfer",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",137
"21438",21438,"A740615","","Regency Dr And Garden View Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Brown Tabby/White",2016-12-20,"SCRP","Intact Female","1 year",2016-12-21,2015-12-20,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",366
"21442",21442,"A740626","Logan","18121 Basket Flower in Travis (TX)","Public Assist","Normal","Cat","Neutered Male","8 years","Domestic Shorthair Mix","Orange Tabby/White",2016-12-20,"","Neutered Male","8 years",2016-12-27,2008-12-20,"Return to Owner",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",2922
"21444",21444,"A740614","","Regency Dr And Garden View Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Blue",2016-12-20,"SCRP","Intact Female","1 year",2016-12-21,2015-12-20,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",366
"21455",21455,"A740785","Purl","3910 South Industrial Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Black/White",2016-12-22,"","Spayed Female","2 years",2016-12-31,2014-12-22,"Adoption",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",731
"21458",21458,"A740782","","Bluff Trail in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Orange Tabby/White",2016-12-22,"Partner","Spayed Female","2 years",2016-12-27,2014-12-22,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",731
"21460",21460,"A740778","Oliver","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","3 years","Domestic Shorthair Mix","Blue/White",2016-12-22,"","Neutered Male","3 years",2016-12-24,2013-12-22,"Adoption",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",1096
"21462",21462,"A740775","*Juniper","Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White",2016-12-22,"","Spayed Female","1 year",2017-01-16,2015-12-22,"Adoption",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",366
"21467",21467,"A740812","","9400 W Parmer Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Medium Hair Mix","Black/White",2016-12-23,"","Spayed Female","5 months",2016-12-29,2016-07-08,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1",168
"21468",21468,"A740821","","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Longhair Mix","Black/White",2016-12-23,"","Intact Male","1 month",2016-12-23,2016-10-23,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1",61
"21470",21470,"A740796","*Frank","15000 Maha Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby",2016-12-23,"Foster","Neutered Male","4 months",2017-02-22,2016-10-23,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",61
"21472",21472,"A740827","Booboo","3000 Warwick Way in Austin (TX)","Stray","Normal","Cat","Neutered Male","5 years","Domestic Shorthair Mix","Brown Tabby",2016-12-23,"","Neutered Male","5 years",2016-12-24,2011-12-23,"Return to Owner",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",1827
"21477",21477,"A740894","Kevin","6309 Huntleigh in Austin (TX)","Stray","Injured","Cat","Neutered Male","2 years","Domestic Longhair Mix","Orange Tabby/White",2016-12-24,"Partner","Neutered Male","2 years",2017-01-09,2014-12-24,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"0",731
"21480",21480,"A740847","","5207 Ledesma Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Blue",2016-12-24,"SCRP","Intact Male","3 months",2016-12-25,2016-09-24,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",91
"21485",21485,"A740975","*Appie","8507 N Ih 35 in Austin (TX)","Public Assist","Normal","Cat","Intact Female","4 months","Domestic Shorthair Mix","Tortie",2016-12-26,"","Spayed Female","4 months",2017-01-09,2016-08-26,"Adoption",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",122
"21491",21491,"A741078","","12501 Tech Ridge Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair Mix","Tortie",2016-12-27,"","Spayed Female","5 months",2016-12-31,2016-07-12,"Adoption",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",168
"21494",21494,"A741014","Perlo","Austin (TX)","Euthanasia Request","Injured","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Blue Tabby/White",2016-12-27,"Partner","Neutered Male","2 years",2017-01-17,2014-12-26,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",732
"21496",21496,"A741076","","9024 Northgate Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","6 months","Domestic Medium Hair Mix","Orange Tabby",2016-12-27,"Foster","Neutered Male","7 months",2017-01-26,2016-06-27,"Adoption",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1",183
"21497",21497,"A741080","*Eve","4608 Westgate Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black/White",2016-12-27,"Partner","Intact Female","2 months",2017-01-10,2016-10-27,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",61
"21498",21498,"A741050","","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair Mix","Orange Tabby/White",2016-12-27,"","Intact Female","3 months",2016-12-28,2016-09-12,"Adoption",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",106
"21506",21506,"A741094","Moe","10610 Morado Cir in Austin (TX)","Stray","Normal","Cat","Neutered Male","1 year","Domestic Shorthair Mix","Brown Tabby/White",2016-12-28,"","Neutered Male","1 year",2017-01-22,2015-12-28,"Adoption",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",366
"21507",21507,"A741101","","1105 Red Cliff Drive in Austin (TX)","Stray","Normal","Cat","Unknown","3 months","Domestic Shorthair Mix","Black",2016-12-28,"SCRP","Unknown","3 months",2016-12-29,2016-09-13,"Transfer",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",106
"21508",21508,"A741128","","6300 S Congress Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Blue Tabby",2016-12-28,"","Neutered Male","3 months",2017-01-02,2016-09-28,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",91
"21514",21514,"A741111","*Bunny","2300 West North Loop Blvd in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 month","Domestic Shorthair Mix","Brown Tabby",2016-12-28,"Foster","Spayed Female","3 months",2017-02-18,2016-11-13,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",45
"21524",21524,"A741187","Tara","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","9 years","Domestic Shorthair Mix","Brown Tabby",2016-12-29,"","Spayed Female","9 years",2017-02-11,2007-12-29,"Adoption",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",3288
"21527",21527,"A741177","*Babette","1305 Citation in Austin (TX)","Stray","Normal","Cat","Intact Female","7 months","Domestic Medium Hair","Torbie",2016-12-29,"Partner","Spayed Female","7 months",2017-01-09,2016-05-29,"Transfer",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",214
"21528",21528,"A741218","","7400 Shaw Dr in Austin (TX)","Stray","Normal","Cat","Unknown","7 months","Domestic Medium Hair","Black/White",2016-12-29,"SCRP","Unknown","7 months",2016-12-30,2016-05-29,"Transfer",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"0",214
"21529",21529,"A741202","Lilith","8222 Bent Tree Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Black Tabby/White",2016-12-29,"","Spayed Female","2 months",2017-01-03,2016-10-14,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",76
"21532",21532,"A741203","Margot","8222 Bent Tree Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Calico/White",2016-12-29,"","Spayed Female","2 months",2017-01-03,2016-10-14,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",76
"21533",21533,"A741172","","Outside Jurisdiction","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black",2016-12-29,"Partner","Intact Male","4 weeks",2016-12-31,2016-11-29,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",30
"21536",21536,"A741166","Peanut","Mozelle & Bluff Springs in Austin (TX)","Stray","Injured","Cat","Neutered Male","5 years","Domestic Shorthair Mix","Orange Tabby/White",2016-12-29,"","Neutered Male","5 years",2016-12-29,2011-04-01,"Return to Owner",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",2099
"21546",21546,"A741276","","8528 Cornwall Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair Mix","Black/White",2016-12-30,"","Neutered Male","2 months",2017-01-05,2016-10-30,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1",61
"21550",21550,"A741281","Taz","8528 Cornwall Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair Mix","Brown Tabby/Cream",2016-12-30,"","Intact Male","2 months",2017-01-03,2016-10-30,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1",61
"21563",21563,"A741464","","5300 Highway 71 in Del Valle (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2017-01-02,"","Spayed Female","2 months",2017-01-07,2016-11-02,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",61
"21564",21564,"A741406","Carmen","4106 N Lamar Blvd in Austin (TX)","Stray","Sick","Cat","Spayed Female","16 years","Domestic Medium Hair Mix","Calico",2017-01-02,"","Spayed Female","16 years",2017-01-02,2001-01-02,"Return to Owner",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",5844
"21565",21565,"A741465","","12509 N Lamar Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Medium Hair Mix","Orange/White",2017-01-02,"","Neutered Male","1 year",2017-01-07,2016-01-02,"Adoption",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1",366
"21580",21580,"A741511","*Oddball","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Neutered Male","1 year","Domestic Shorthair","Brown Tabby",2017-01-03,"","Neutered Male","1 year",2017-01-29,2016-01-03,"Adoption",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",366
"21582",21582,"A741505","Molly","4600 Nuckols Crossing # 2305 in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 months","Domestic Shorthair Mix","Blue/White",2017-01-03,"","Spayed Female","4 months",2017-01-08,2016-09-03,"Adoption",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",122
"21584",21584,"A741541","","2805 Parker Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White",2017-01-03,"SCRP","Intact Female","1 year",2017-01-04,2016-01-03,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",366
"21587",21587,"A552757","Ryan","1508 Southport Dr in Austin (TX)","Stray","Normal","Cat","Neutered Male","7 years","Domestic Shorthair Mix","Brown Tabby",2017-01-04,"Partner","Neutered Male","7 years",2017-01-10,2009-05-27,"Transfer",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",2779
"21588",21588,"A741992","*Priscilla","4600 Nuckols Crossing in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Medium Hair Mix","Tortie",2017-01-04,"Partner","Spayed Female","2 years",2017-01-17,2015-01-12,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",723
"21589",21589,"A741590","","Austin (TX)","Stray","Injured","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Brown Tabby",2017-01-04,"Suffering","Neutered Male","2 years",2017-01-04,2015-01-04,"Euthanasia",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",731
"21590",21590,"A508692","Zena","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","8 years","Domestic Longhair Mix","Black/White",2017-01-04,"","Spayed Female","8 years",2017-01-07,2008-03-09,"Adoption",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1",3223
"21596",21596,"A741627","","6300 Sierra Vista Dr in Travis (TX)","Stray","Normal","Cat","Unknown","8 months","Domestic Longhair","Blue/White",2017-01-05,"SCRP","Unknown","8 months",2017-01-06,2016-05-05,"Transfer",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0",245
"21600",21600,"A741622","*Louisa","4189 Bee Creek Rd in Lakeway (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Tortie",2017-01-05,"Partner","Spayed Female","1 year",2017-01-16,2016-01-05,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",366
"21620",21620,"A741692","","2405 Mission Hill Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Tortie",2017-01-06,"SCRP","Intact Female","1 year",2017-01-07,2016-01-06,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",366
"21621",21621,"A741679","*Moonfern","1881 Grove Blvd in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Domestic Shorthair","Silver Tabby/White",2017-01-06,"","Neutered Male","2 years",2017-01-08,2014-04-20,"Return to Owner",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"0",992
"21624",21624,"A741750","","2936 Barton Skyway in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Blue",2017-01-07,"SCRP","Intact Female","1 year",2017-01-08,2016-01-07,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",366
"21628",21628,"A741725","","11908 Sudbury Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Longhair Mix","Blue Cream",2017-01-07,"SCRP","Intact Male","1 year",2017-01-08,2016-01-07,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0",366
"21630",21630,"A741720","","13425 Rr 620 N in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Orange Tabby/White",2017-01-07,"SCRP","Spayed Female","1 year",2017-01-08,2016-01-07,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",366
"21631",21631,"A741715","*Pebbles","606 West Lynn St in Austin (TX)","Stray","Normal","Cat","Spayed Female","10 months","Domestic Shorthair Mix","Calico",2017-01-07,"","Spayed Female","10 months",2017-01-11,2016-03-07,"Adoption",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",306
